user,text
kenneth_yeager,@DameScorpio @1Nicdar I don't want a Republican President nor do I want a Democrat President. I want an American President. In the mold of what Donald Trump could have been with a little less narcissism and more gravitas.
billybo08280404,"@BarbaraComstock ok Babs - no do the Democrats...any Democrat. Are you telling me that you can't find one single lie ever told by a Democrat? Ever?
If you can't attack all liars, then you are not being honest yourself making you every bit as bad as Donald Trump."
sandrepedia,"Aren't Republicans the same ones who kept praising Donald Trump for being a politician who ""said it like it is""?"
Vishi_Divine,Donald Trump called for the Constitution to be suspended? The former president that a violent mob tried to overthrow the government for?
Queen__Gerardo,AMERICA REALLY?! We are all just going to let #DonaldTrump rewrite the Bible?! Are you fucking Joking? Please stop! Please stop everything you’re doing they’re trying to control us and get away with it! Please help!
MakeDonald,"Donald Trump sollte darüber nachdenken, in einer Seifenkiste von einem Schwarm Bienen verfolgt Seifenblasen zu pusten."
feeds24x7,"Newly released #tax returns of former US President #DonaldTrump shed light on his business losses, tax set-ups and payments during his #WhiteHouse years

https://t.co/11TEfFcRSo"
pipercat55,@GeorgeTakei Now they need to get rid of Trump Links in the Bronx and Donald Trump State Park in Westchester.
rscook,"Donald Trump is in a class of his own, but Elon Musk is also the biggest loser in history."
Pendulum13,"""Donald Trump wanted to trademark ‘rigged election’ days after losing 2020 race, Jan 6 documents reveal""!
WELL NOW, HE IS, AFTER ALL THE MASTERMIND(?)
OF A FAILED COUP AND TRYING TO RIG ELECTIONS ACROSS AMERICA!"
iWeStayUnited,"“What is it you most dislike? Stupidity, especially in its nastiest forms of racism and superstition.” Christopher Hitchens the ""I am not a racist. I'm the least racist person you have ever interviewed"". - Donald Trump."
Vishi_Divine,"A Donald Trump insurrection mob tried to overthrow the government and install Trump as a dictator in the United States on January 6, 2021."
jafotrap,"@RBReich STOP. Your TDS is showing. You know there is more in the world than your president Donald Trump, right?"
endthebread,"@JoshRawlinson26 @Mona_Trades You just literally tried to turn this whole thing round on Donald Trump you disingenuous hack 🤣🤣.

Bill Clinton is a known Epstein client, hence why when someone mentions Obama, my ears prick up. And you couldn't have this conversation without ""bUt wHat AboUt TruMp!?!"" https://t.co/ANpbgrXtIk"
judyfraley77,@PapiTrumpo @DonaldJTrumpJr Happy Birthday 🎂 Donald Trump Jr!!! I hope you’re having an Very Special Day today!!! https://t.co/5pfHZbIKWR
JpMavroudis,@DRiceArizona @SJohnny98 @michaeljknowles The idea that a guy who carries water for an anti-Christ like Donald Trump is going to lecture anyone on what Jesus preached or thought is patently ridiculous. Get deprogrammed… then try again and do better. https://t.co/yKpxjaUnLp
philipl98161935,What value? They never had any value to begin with. The only true value is to Donald Trump because some gullible fool was stupid enough to give Donald Trump a hundred bucks for shit artwork 🖼️…not really artwork but pure 100% trash!
flycubana60,Joe Biden fumed over White House reminders of Donald Trump: book https://t.co/QqvWfkDA0F
wrhdpj,Key takeaways from six years of Donald Trump’s federal tax returns https://t.co/qtISodUgid
elephantfalcon,"@iobserverD @WhitlockJason Donald trump 
Matt Gaetz
Roy Moore

The list goes on and on for conservatives"
oldportcoves,"@gane_joshua Yeah, Donald Trump"
HarrenGWarding,"@Michael4Ranger @Sipping_Scott @PastorBenMarsh According to scripture, they are all sins.

Please show me where Christians have spent the last 40 years investing in large-scale organizations that oppose bearing false witness (while supporting Donald Trump who regularly lied about EVERYTHING)."
Pis0Mojado,"DONALD TRUMP - THE AMERICAN DREAM

His mother, Mary Anne MacLeod was born in a pebbledashed croft house on the Isle of Lewis, Scotland

she ""started life in America as a dirt-poor servant escaping the even worse poverty of her native land.""
https://t.co/0PGrezk0AN"
NeanderthalDon1,"@n000_132 Yes, I support Donald Trump"
PeterGustav2022,"#DonaldTrump 
#Canada 
#Panama 
#QuatarGate"
PrinceKellyLynn,"@LeftinMyHeart1 @LePapillonBlu2 @DonaldTrump would have said, I could see his point also... I don't always agree with America... they make you pay way too much taxes."
JesusADuranP,@jguaido Estupido! No aprovechaste cuando Donald trump estaba en la Casa Blanca! Debiste pedir ayuda militar! Y no lo hiciste cobarde
Hale2Anne,@ButchL2022 @Bidendummy @DrEliDavid Now? Fauci&amp;Birx are going to  hide behind the “boss”? It’s too bad Donald Trump didn’t have more time for the necessary cleanup of government.
3m0gdu,"@ericareport Donald Trump
Ron Desantis
The texas guy Abbot"
vvendettaw,O cabelinho A La Donald Trump #bbtvi
TazmanTNT,"@hurricanetruth1 @John2eek @RonFilipkowski I’m not religious, just a critical thinker.  I have no idea how anyone cannot like Donald Trump.  Just look at all of the positive things he and his administration did.  There are only 2 reasons people do not like him 1) his Tweets 2) They are told not to like him."
PeterGustav2022,#DonaldTrump
Angry_HamFan,"According to Andrew Tate, Women should be in the home. 

According to ME, He @Cobratate should have been aborted. Just like Donald Trump and his 4 oldest children."
NunesAlt,"Donald Trump will be indicted. 

Let's get the easy ones out of the way."
ivorbwatson,@lanceosborn6 @ACTforAmerica Yes fire Whoopi. But keep believing in that thing donald tRump. Who lied over 30000 times https://t.co/pS1OKFyX4h
LSDxDM,"Pues ahí va, tras horas de estudio y un par de cambios de última hora mi necroporra 2023: 

- Michael Schumacher 
- Ramoncin 
- Juan Carlos I 
- 6ix9ine 
- Luka Modric 
- Paco Buyo 
- Cecilio G 
- Kiko Matamoros 
- Donald Trump"
zismo64,@NikkiHaley What is your comment that Donald Trump paid more in taxes to China and other countries than the U.S? #TraitorTrump ⬇️
MsMxlputz,@RepAndyBiggsAZ You writing this was an enormous waste of time.  donald trump is an American living in America and should be held to the same rules as everyone else.  I honestly think that anyone backing him at this point is doing so because they also have something to hide.
wilsonjmashaka,"Donald Trump humiliated as former POTUS' popularity with Republicans plummets | US | News
___
 # #news #stories #articles #tips #advice #tausiinsider #lifehack #insider #newspaper #headlines #newsupdates #instagram #media #breakingnews #business #ente...
https://t.co/iggweKchvR"
wilsonjmashaka,"Donald Trump humiliated as former POTUS' popularity with Republicans plummets | US | News
___
 # #news #stories #articles #tips #advice #tausiinsider #lifehack #insider #newspaper #headlines #newsupdates #instagram #media #breakingnews #business #ente...
https://t.co/BQxcCqQLDb"
NzuchiTimesUSA,"Donald Trump humiliated as former POTUS' popularity with Republicans plummets | US | News
___
 # #news #stories #articles #tips #advice #tausiinsider #lifehack #insider #newspaper #headlines #newsupdates #instagram #media #breakingnews #business #ente...
https://t.co/4IZWElP118"
NzuchiTimesUSA,"Donald Trump humiliated as former POTUS' popularity with Republicans plummets | US | News
___
 # #news #stories #articles #tips #advice #tausiinsider #lifehack #insider #newspaper #headlines #newsupdates #instagram #media #breakingnews #business #ente...
https://t.co/DmjiFrCtqj"
KerryRunsSlow,"@LangmanVince Is Donald Trump smart enough to know oxygen is good for you, and does he have enough concern for his fellow humans to let them know?"
TrueVoice200,"Donald Trump wants the court to stop the House from getting his tax returns from the IRS.

https://t.co/1WYpXcAkCY"
doug_zylstra,@CalltoActivism And Happy New Year to President Donald Trump and his Lovely Wife.
RobinLGreensla1,@DonaldJTrumpJr We’ll done Donald. We all believed in you. You have always done the right thing. The left just cant fault you. Had any human been scrutinised like they scrutinised Donald trump no matter who they were you would find something but they haven’t managed to find any wrong doing yet.
betenoir123,"…Donald Trump copycat liar &amp; grifter.

Another highly public test 4 Repubs, whose global rep has been trashed by the sorry record of incompetence, corruption and monumental deceit of DJT thru his disastrous tenure of death and destruction as US president. https://t.co/dngYO8sMbJ"
DwayneFuerst,@SKWrestling_ Donald Trump
RayBal2022,"@Kittymama777 @donwinslow When Donald Trump is THE TOPIC in this discussion and it hurts to hear his painful truth, you divert the discussion on someone else so further discussion on Trump’s being a huge fraud Would wishfully be forgotten?"
Spawn_03,"As we end 2022 and head into 2023, just a couple of reminders:

- COVID isn't over.

- Donald Trump lost the 2020 election, (Yeah. I know. Crazy this still has to be said. )

Be safe out there tweeps! 🥂"
DeansherryS,"Donald Trump asked Jared Kushner if he could trademark the phrase 'Rigged Election,' January 6 interview transcript shows https://t.co/lX9mIEQqsi"
mijoda3,RIP Barbara Walters. Because of her and others we NYers have always known that Donald Trump is a lying fraud.
captainelizabat,Wtf…..my aunt just said Donald Trump has his own bible?! https://t.co/tZlqc86ggq
celtsfan1978,@Snoexception1 @DogRightGirl @ArchetypeSoul Yep. Donald Trump sure is.
ThiaDiaMia,"@ScottayNC @ericareport That's President Biden, not the pedophile donald trump. Get your vision checked. Here's another moment where he said something equally disgusting as you, creep.

https://t.co/69NACquNPn"
ToddAM64,"@TheHeckler9751 @theyneedgrace @GeorgePapa19 Also, ...heck...  Did I help you understand why the very successful businessman, and Former President, Donald Trump, who respectfully employs thousands, - has a bank account in China??? ....... again.... thats a Bank Account in ""CHINA""."
AltSpaceForce1,"May 2022 be the last year that Donald Trump spends without an indictment.
Laws are merely suggestions without punitive enforcement.
Here's to a #HappyNewYear2023 ⚖️"
lisa7Fjb,@NoLieWithBTC This Is A Lie again lying about Donald Trump he must really run in your head all day and even if he did have money in an account in China why would this bother you seeing his how he did have a business there a hotel and where do you put the hotel money oh in a bank
Christo52800941,@TheLeoTerrell Donald Trump will pardon her.
enoedsb,@NickAdamsinUSA Lucky that Donald Trump ain't God
AlinaBaron4,"@HISGLORYME Right,,, but critical and common sense thinking doesn’t exist in America. Just hate for Donald trump"
nowweknownews,"@Vision_iii @CNN A loser from Australia that doesn't know Every president over 40years has released their taxes except Donald Trump. Try again.

WE ALSO HAVE a law in place to audit their returns during office. @stevenmnuchin1"
LeeWalker1148,"@atrupar Is there a smaller person, bigger scumbag in American history than Donald Trump?"
AnnGilley7,"@AZ_Brittney I would have to say yes.  I mean, look at Donald Trump, Stephen Miller and Putin."
JillEFriedman,"@RepMTG All the foreign bank accounts should raise serious questions about Trump's self-dealing while in office. Was it the interests of America he was promoting in Turkey or Qatar, or the selfish interests of Donald Trump. No other American president has had so many financial conflicts."
JillEFriedman,"All the foreign bank accounts should raise serious questions about Trump's self-dealing while in office. Was it the interests of America he was promoting in Turkey or Qatar, or the selfish interests of Donald Trump. No other American president has had so many financial conflicts."
itsfuninhere,Democrats and RINOs are scared shitless of Donald Trump. Not because he's a bad guy but because he'll expose all their illegal shenanigans for the last 40 years.
wailuagirl1,Joe Biden fumed over White House reminders of Donald Trump: book https://t.co/fbpC2crulP
fwj50,Interview: Barbara Walters Interviews Donald Trump on ABC's 20/20 - Augu... https://t.co/0S9yrSPbbA via @YouTube
AngelCiara7,"@elonmusk @WholeMarsBlog Why would you ban me from Twitter Elon musk all I did was criticize criticism is good

And if you look at the tweet you guys banned me from everything was said on national TV by Donald Trump himself

I repeat what an ex-president says and you banned me why"
BonfireWisdom,"@JDCocchiarella I think Donald Trump is one of the only politicians I know that actually lost a significant portion of his wealth while performing the service to our country of being president. Joe Biden, like every other Democratic politician seems to make far more money than their salary…."
BWBeecha,@purpleturnip @CNN If you complain about Trump's tax payments you are either poor or just poorly educated in the tax code. Do you think Donald Trump sits in front of his iPad doing turbo tax? He has the best tax people and lawyers money can buy. He pays people to run his money.  Doesn't do it hmslf
edscott1077,@JoJoFromJerz Yet without Donald Trump you would be homeless sleeping under a bridge Josephine!
lilbit101010,@HideTheLog247 @JoeBiden That would be Donald Trump
DexterQuad,"@PapiTrumpo @DonaldJTrumpJr Happy Birthday Donald Trump Jr. and Happy New Year!!
🙏🇺🇸🍊❤️🍿👍"
LottieCain66,@NickAdamsinUSA The lefties hate Donald Trump because he’s a knob!
itsfuninhere,@IanJaeger29 What would really scare the shit out of the democrats and RINOs is for Donald Trump to be Speaker of the House.
keenansmith82,"Donald Trump was impeached, 
twice, over a lie"
Euphornicate,"@NoLieWithBTC 🤣🤣🤣

Donald Trump built an International business empire that he runs.

Can you really not grasp that he has accounts around the globe?

Why does drug addiction, pornographer, Hunter Biden have Chinese bank accounts and funnel money to ""the big guy""?"
LindaCanady17,"@GOP You didn't  fire a damn thing. All you Republicans  along with Donald Trump  do I'd caused more division in this country with hate, lies and your plotting  to over throw the Presidential Election.That is not Patriotic and you call yourselves Americans. All are truly not Americans"
LolSnoozie,@mmpadellan I pray that you care more about 73 million babies aborted every year then you do Donald Trump.
valleonardcomc1,"@Lasha4464 @oregon_report Liz was with the dems on one issue .. Donald Trump !! She is a Republican thru and thru, she is not left leaning .. she is a Republican who voted everything DT proposed 99 percent of the time. Had it not been for his electional denial and Jan 6th, we wouldn’t be talking abt Liz"
KristinaCohen18,@Theholisticpsyc Donald Trump 👍
46Fuzym,"Trump is a natural snake oil salesman. 
I know why his mother hated him. 
DONALD TRUMP IS A BAD 
- Son
- Businessman 
- father
- Grandfather 
- neighbour
- husband
- President 
- BAD BAD HUMAN BEING !"
kars_motor,@GeorgeTakei Are you going to get on stage and Bash Donald Trump because that's all you do on Twitter
SeekerTheGreat1,"⁦⁦@CNN⁩  is still living of Donald Trump?! Their followers love reading about Trump’s imminent collapse and the CNN obliges. It doesn’t matter that it is mostly exaggerated or irrelevant, they keep on@pushing and end up with an egg on their faces  https://t.co/FCrjyuVkOS"
TMEBOY,@GeorgeTakei It’s the British monument to @realDonaldTrump ‘s greatness.  It’s surprisingly similar to the Donald Trump tribute you have in your basement.
upasakabala,"#Trump #DonaldTrump Trump's Favorite Newspaper Warns GOP on Verge of 'Massive' Self-Sabotage: ""Republicans have a unique talent for snatching defeat from the jaws of victory,"" the New York Post warned. ""They should not exercise it here."" https://t.co/VY3YJGf0Jj"
Misinfo03548810,I am sorry to inform you that Donald Trump died from gummy worm overdose.
randomtrump1,Random Trump https://t.co/X2G2iYvxwB - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/ZPPEumfF4f
tinknocker001,@MarshaBlackburn Donald Trump helped fund said jet you're complaining about. Where's your outrage with that?
cocoroteindio,@JRodriguezPSUV_ Prohibición de Salida del País y Enajenación de bienes muebles e inmuebles robados y saqueados a la República. Bajo el ojo Constitucional de nuestra Carta Magna JUICIO. El último refugio de los delincuentes de Donald Trump han fallecidos políticamente...carajooo!
AntifaWearsPink,"@DefundBergman I wish everyone a Happy New Year except Jack Bergman, Donald Trump, Kevin McCarthy and Elon Musk."
SinclairAurel,Mac Miller - Donald Trump https://t.co/Ti7EAt9Z0H via @YouTube
dollyragot,Donald Trump Looks Down On KKK https://t.co/FMvzoLtCWF via @YouTube
DeansherryS,@Sonia_art2 Donald Trump is the Worst President Ever and i pray we never have him for a President ever again.
3Strands4now,"Gary Triano enjoyed a high-visibility lifestyle. He entertained Donald Trump and Marla Maples, even taking them to a UA basketball game in a rented stretch limo"
raddladd1,@JoJoFromJerz @DonaldJTrumpJr Jo list the good accomplishments of Joe Biden administration and then I will list the accomplishments of Donald Trump’s administration know if said.
TrueVoice200,"Donald Trump Turned Rep Pelosi Into Nervous Wreck

https://t.co/FvvFCMhWqO"
MonarchPD,"Read ""Joe Biden fumed over White House reminders of Donald Trump, new book reveals' on SmartNews:                 So the fuck what!    trump had to have a new toilet!   https://t.co/pGnHpOsqw3"
fwj50,@HalSparks Amazing! People have been warning about Donald Trump for decades. How could Americans who voted for and support him do this to America?
JKF74808071,"@Sonia_art2 I agree! Donald Trump is actually the worst of the worst Presidents we have ever had, no doubt about it!"
EmmaLove74,Donald Trump’s New Year Message https://t.co/nb9eIRKYNL via @YouTube
stochasticman99,"I am shocked, shocked I say, that Donald Trump lied.  #LockHimUpAlready"
patni1111,@itsJeffTiedrich You confused Donald Trump with Barack Obama.
WalterBlake1,"Six years after Donald Trump should have disclosed his tax returns to the public, they have finally been released. 

This took advocacy, congressional action, and litigation that went to the Supreme Court—all to obtain basic financial transparency from a president."
shankarthakur1,"Since taking over Twitter in late October, Elon Musk has reunited a series of controversial figures with their suspended accounts.Among them is former US president Donald Trump, who was booted off the platform in January 2021. Musk #computers #mobile

https://t.co/gijHNpEL9F"
todlitt12,@KariLakeWarRoom She be thrown in jail with Donald Trump.
IanEnglush,Some joker keeps calling the Palm Beach Health Dept. to report insect &amp; rodent infestation at #MarALago.#JoeBiden?#Obama? Bueller? Isn't it enuf that #DonaldTrump is a #loser &amp; w/#KariLake &amp; #JaredKushner will go in history as the most vile #lowlifes? #Trump #TrumpIsDone #obesity https://t.co/VdnotTsG77
handyvision,@RonFilipkowski That Donald Trump’s demons keep him company at 3:00 AM… is just.
USA_WINGMAN,If we learn nothing else from Trumpism we should learn this: Donald Trump rose to power on the wings of conspiracy theories. Human ignorance is our greatest adversary. Education is our greatest hope.
keyser8_jerry,@ericareport It's apparent the Democrats don't have good judgment look at who is running the country and our condition. Under Donald Trump we are well on our way to a better Nation
dccrossley,"@sophielouisecc True, but they haven’t arrested Donald Trump either. Trump is a traitor, in league with Putin, and fomented civil unrest and insurrection. Hunter Biden’s alleged crimes (did you say innocent till proven guilty on a Tweet about Tate) pale beside those."
BdayCeleb,[Update] Happiest Bday ppl Today: Alex Ferguson(766) Scott Ian(416) Anthony Hopkins(351) John Denver(274) Donald Trump Jr(253) Val Kilmer(19
USMnorcal,"@TheDaily1BirdY @GeorgeTakei I’ve reviewed the first 20 items on your timeline, it’s pretty much 100% about Donald Trump, not judging, but don’t you think it’s a little unhealthy? When you say both sides are crazy are you adding a little self-implication, provided what your posts say?"
Thompson10E,@TomFitton @GOPLeader Donald Trump
todlitt12,@KariLakeWarRoom She should be thrown in with Donald Trump .
ProSyn,"The mounting evidence of former US President Donald Trump's serial legal violations should put an end to the idea that the rule of law is a reliably persistent feature of wealthy, ""mature"" countries, writes Antara Haldar. https://t.co/8V8Ns8u9M6"
rzehl67,@warrior_4_good @GOP I can't wait to see all of your faces again when Donald Trump wins again in 2024
BaltimoreDoug,@gane_joshua Donald Trump and many of his supporters.
keyser8_jerry,@robreiner Donald Trump's not going anywhere he will be the next president
HawkeyeRoad,"Donald Trump and Kyle Rittenhouse live in the heads of Democrats and will forever.

It's kind of sad. But it does make me laugh :)"
yayopilled,@blobbulars donald trump bird yikes
mahendra_pandya,What we’ve discovered about Donald Trump’s tax returns https://t.co/aI8tizLJlw
time4sanity,Donald Trump is the epitome of the concept that a white GUILTY person faces fewer consequences than any INNOCENT person of color!!!!
kate11_,#DonaldTrump
admiralblindman,"@DonaldJTrumpJr I love the ""false equivalency"" fallacy argument.  A reminder that Donald Trump Sr. blew the entire presidential budget for vacations with golfing almost every day during his one-term presidency.

And yet, you MAGAs continue to project onto Biden whatever Trump had done.  Amazing!"
Freethrow7792,"@natsechobbyist It's because as a real estate tycoon Donald Trump owned a share of a building in CHINA. And when you do business in another country, such as CHINA, it's good to have a bank account in that country."
NowMyNews,"Donald Trump is delighted after the Jan. 6 committee withdrew its subpoena while it concludes the investigation
https://t.co/3PvieEBrZn

#LatestNews https://t.co/fSr8GoMljq"
dinarocheas,"@NoLieWithBTC Wow, I never saw this interview years ago with Donald Trump and Barbara Walters. Great interview very revealing."
SReszek,@ACTBrigitte Donald Trump 🤣
RFrinte,@RonnyJacksonTX Donald Trump and Lindsey Graham tried to silence our voices by throwing out our votes.
randomtrump1,Random Trump https://t.co/5WPylgQAWk - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/7QVKHw5PJL
Ground_app,"The U.S. state of North Carolina will not charge former Republican President Donald Trump's chief of staff Mark Meadows with voter fraud, the state's Justice Department said on Friday.

https://t.co/GF1vmi38Nz"
jjcomaha,@MayoIsSpicyy Donald Trump sounds like a loser?
zoeindallas,@JDCocchiarella If Donald Trump never came into the picture you would be empty.  So glad he fills your life.
NVerrocchi,"@Biotekster @itsJeffTiedrich Plenty of workers.  Not plenty of jobs.  Where are the JOBS, JOBS, JOBS that Donald Trump promised me?  Well, where are they?  Still waiting here."
newsoneplace,(Raw Story):How #Trump could ultimately be charged with tax fraud based on recent release: biographer : President Donald Trump's taxes were revealed this week after exhaustive efforts by the House Way and Means Committee and .. https://t.co/klGMpAfMC7
Deseret,"A newly released transcript of a Jan. 6 committee interview with a Republican lawyer reveals more discussions Sen. Mike Lee had about ways to keep former President Donald Trump in office. | By @dennisromboy #utpol

https://t.co/7ZWgnnlBmt"
christofurchase,"@ACTBrigitte Donald Trump was the worst President in the history of the United States.
Indict him!"
GrandpaSnarky,Documents Show Donald Trump Lied About Donating His Presidential Salary https://t.co/edQeQ2DRKm via @NicoleJames
dan_mbonsele,"Bill Gates, Donald Trump, Marck Zuckerberg, Aliko Dangote, Elon Musk ainsi que moi et d'autres Milliardaires vous souhaitons  bon début d’année 2023 remplit de grâce 🎆🎊 🎄"
SmolKombat,@jkeartieco @Cryptoknightenj @iamILLNOIZE @nobsfud @Wrathtank_avax @discoiinfernos @nativ_truth @s04p_ @DeansEpoch @LopezKanapi @cNFTfART @_kevin_io @ChilledCardano @DonaldTrump @NamiWallet @eternlwallet @jpgstoreNFT https://t.co/Hf2vDqzj5q
leakey_mr,"@TerriGalvin It all comes down to Cheneys FIRST WORDS when Jan 6 kangaroo court gaveled into session:

Our primary focus must be that Donald Trump never holds elected office again.

Says it all."
JunYap14,Donald Trump Emperor of Mankind https://t.co/hthavGuQ5b via @YouTube
htTweets,"Newly released #tax returns of former US President #DonaldTrump shed light on his business losses, tax set-ups and payments during his #WhiteHouse years

https://t.co/UjVzsKaFdQ"
